,Usuario,Local,fecha,semaforo,comentario,add_loc_cert,add_loc_localidad,add_loc_cat,add_loc_sect,add_usu_disc,add_usu_pordisc
607,579,43,6/6/2021,V,,Y,Málaga,cafe,hostelería,orgánica,91.0
608,454,43,6/6/2021,V,"Estoy seguro, que como a mi, al que está arriba también le pareció accesible.",Y,Málaga,cafe,hostelería,motora,51.0
609,812,43,30/6/2021,V,"Lugar muy accesible, lo recomiendo a los que tengas dudas.",Y,Málaga,cafe,hostelería,auditiva,61.0
610,755,43,14/6/2021,V,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,Y,Málaga,cafe,hostelería,auditiva,52.0
611,277,43,1/7/2021,V,,Y,Málaga,cafe,hostelería,visual,42.0
612,98,43,9/6/2021,V,Está muy bien adaptado.,Y,Málaga,cafe,hostelería,visual,47.0
613,590,43,26/6/2021,V,"Estoy seguro, que como a mi, al que está arriba también le pareció accesible.",Y,Málaga,cafe,hostelería,cognitiva,52.0
614,124,43,27/6/2021,V,,Y,Málaga,cafe,hostelería,orgánica,39.0
615,718,43,30/5/2021,V,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",Y,Málaga,cafe,hostelería,auditiva,44.0
616,653,43,20/6/2021,A,,Y,Málaga,cafe,hostelería,ninguna,0.0
617,406,43,24/5/2021,A,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",Y,Málaga,cafe,hostelería,auditiva,66.0
618,546,43,22/7/2021,A,,Y,Málaga,cafe,hostelería,ninguna,0.0
619,874,43,11/6/2021,A,,Y,Málaga,cafe,hostelería,orgánica,37.0
620,438,43,18/6/2021,A,,Y,Málaga,cafe,hostelería,ninguna,0.0
621,381,43,12/7/2021,R,,Y,Málaga,cafe,hostelería,visual,40.0
622,321,44,16/7/2021,V,,N,Málaga,restaurante,hostelería,ninguna,0.0
623,901,44,28/5/2021,A,Todo correcto.,N,Málaga,restaurante,hostelería,ninguna,0.0
624,284,44,5/6/2021,A,,N,Málaga,restaurante,hostelería,auditiva,35.0
625,139,44,6/6/2021,A,,N,Málaga,restaurante,hostelería,visual,21.0
626,967,44,21/6/2021,R,,N,Málaga,restaurante,hostelería,ninguna,0.0
627,960,45,4/6/2021,A,,N,Málaga,pub,hostelería,visual,43.0
628,18,45,13/6/2021,R,,N,Málaga,pub,hostelería,visual,79.0
629,796,45,28/6/2021,R,,N,Málaga,pub,hostelería,cognitiva,67.0
630,743,45,29/6/2021,R,,N,Málaga,pub,hostelería,motora,62.0
631,262,45,23/5/2021,R,,N,Málaga,pub,hostelería,ninguna,0.0
632,21,46,30/6/2021,A,,N,Málaga,cafe,hostelería,ninguna,0.0
633,132,46,8/6/2021,A,Muy bien.,N,Málaga,cafe,hostelería,visual,46.0
634,49,46,4/6/2021,R,,N,Málaga,cafe,hostelería,ninguna,0.0
635,676,46,4/6/2021,R,Perfecto,N,Málaga,cafe,hostelería,cognitiva,72.0
636,462,46,18/7/2021,R,,N,Málaga,cafe,hostelería,visual,38.0
637,127,46,13/7/2021,R,,N,Málaga,cafe,hostelería,ninguna,0.0
638,61,46,22/7/2021,R,,N,Málaga,cafe,hostelería,cognitiva,34.0
639,205,46,2/6/2021,R,,N,Málaga,cafe,hostelería,motora,47.0
640,547,46,5/7/2021,R,,N,Málaga,cafe,hostelería,orgánica,43.0
641,997,46,29/6/2021,R,,N,Málaga,cafe,hostelería,cognitiva,
642,671,46,17/6/2021,R,,N,Málaga,cafe,hostelería,cognitiva,29.0
643,81,46,10/6/2021,R,,N,Málaga,cafe,hostelería,visual,49.0
644,973,47,1/6/2021,A,"Me ha encantado. Seguramente repita y vuelva con amigos, tienen una zona reservada permanentemente y el personal está muy formado, se nota que llevan un tiempo trabajando con gente con nuestras necesidades.",N,Málaga,cine,ocio,visual,30.0
645,559,47,18/6/2021,R,,N,Málaga,cine,ocio,motora,64.0
646,402,47,13/7/2021,R,,N,Málaga,cine,ocio,motora,78.0
647,240,47,8/6/2021,R,,N,Málaga,cine,ocio,auditiva,50.0
648,292,47,11/7/2021,R,,N,Málaga,cine,ocio,visual,79.0
649,791,47,28/5/2021,R,,N,Málaga,cine,ocio,ninguna,0.0
650,157,47,11/6/2021,R,,N,Málaga,cine,ocio,auditiva,63.0
651,5,48,30/5/2021,V,,N,Málaga,cafe,hostelería,cognitiva,62.0
652,796,48,30/6/2021,A,,N,Málaga,cafe,hostelería,cognitiva,67.0
653,916,48,4/6/2021,A,"Me gusto el sitio, lo recomiendo.",N,Málaga,cafe,hostelería,ninguna,0.0
654,89,48,9/7/2021,A,,N,Málaga,cafe,hostelería,ninguna,0.0
655,674,48,17/6/2021,A,Muy recomendable.,N,Málaga,cafe,hostelería,motora,46.0
656,855,48,4/7/2021,A,,N,Málaga,cafe,hostelería,visual,51.0
657,631,48,27/5/2021,R,,N,Málaga,cafe,hostelería,cognitiva,71.0
658,745,49,23/5/2021,V,,N,Málaga,cine,ocio,cognitiva,31.0
659,714,49,19/6/2021,V,,N,Málaga,cine,ocio,auditiva,32.0
660,941,49,11/7/2021,V,,N,Málaga,cine,ocio,cognitiva,54.0
661,445,49,13/7/2021,V,,N,Málaga,cine,ocio,ninguna,0.0
662,962,49,18/6/2021,V,,N,Málaga,cine,ocio,visual,48.0
663,615,49,3/7/2021,V,"Me gustó mucho y estaba muy bien montado, una rampa de acceso amplia.",N,Málaga,cine,ocio,orgánica,59.0
664,398,49,7/6/2021,V,,N,Málaga,cine,ocio,orgánica,19.0
665,634,49,20/7/2021,V,,N,Málaga,cine,ocio,motora,52.0
666,907,49,26/6/2021,V,,N,Málaga,cine,ocio,cognitiva,23.0
667,742,49,14/6/2021,V,,N,Málaga,cine,ocio,cognitiva,59.0
668,15,49,30/6/2021,V,,N,Málaga,cine,ocio,auditiva,50.0
669,692,49,3/6/2021,V,,N,Málaga,cine,ocio,visual,84.0
670,805,49,7/6/2021,V,,N,Málaga,cine,ocio,orgánica,59.0
671,984,49,6/7/2021,V,,N,Málaga,cine,ocio,orgánica,52.0
672,793,49,21/6/2021,V,,N,Málaga,cine,ocio,orgánica,56.0
673,496,49,13/6/2021,V,,N,Málaga,cine,ocio,cognitiva,76.0
674,284,49,17/7/2021,A,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",N,Málaga,cine,ocio,auditiva,35.0
675,415,49,8/7/2021,A,,N,Málaga,cine,ocio,motora,87.0
676,178,49,25/6/2021,A,,N,Málaga,cine,ocio,motora,88.0
677,516,49,29/6/2021,A,,N,Málaga,cine,ocio,orgánica,53.0
678,353,50,15/7/2021,A,,N,Málaga,pub,hostelería,ninguna,0.0
679,748,50,18/6/2021,A,,N,Málaga,pub,hostelería,orgánica,44.0
680,950,50,3/7/2021,R,,N,Málaga,pub,hostelería,motora,86.0
681,293,50,5/6/2021,R,,N,Málaga,pub,hostelería,orgánica,41.0
682,745,50,2/7/2021,R,Volveré,N,Málaga,pub,hostelería,cognitiva,31.0
683,641,50,31/5/2021,R,,N,Málaga,pub,hostelería,cognitiva,86.0
684,969,50,17/6/2021,R,"No volveré, personal poco empático con personas con discapacidad.",N,Málaga,pub,hostelería,auditiva,55.0
685,474,50,2/7/2021,R,,N,Málaga,pub,hostelería,motora,62.0
686,194,50,6/6/2021,R,,N,Málaga,pub,hostelería,motora,45.0
687,33,50,22/7/2021,R,,N,Málaga,pub,hostelería,motora,58.0
688,300,51,3/6/2021,V,,N,Málaga,teatro,ocio,auditiva,69.0
689,880,51,16/7/2021,V,"Me ha encantado. Seguramente repita y vuelva con amigos, tienen una zona reservada permanentemente y el personal está muy formado, se nota que llevan un tiempo trabajando con gente con nuestras necesidades.",N,Málaga,teatro,ocio,ninguna,0.0
690,87,51,14/7/2021,A,,N,Málaga,teatro,ocio,cognitiva,34.0
691,990,51,17/7/2021,A,,N,Málaga,teatro,ocio,ninguna,
692,406,51,11/6/2021,A,,N,Málaga,teatro,ocio,auditiva,66.0
693,952,51,23/5/2021,A,,N,Málaga,teatro,ocio,orgánica,50.0
694,321,51,20/7/2021,A,Se corresponde con las características,N,Málaga,teatro,ocio,ninguna,0.0
695,48,51,17/7/2021,A,Sitio de 10. Todos deberian ser como este.,N,Málaga,teatro,ocio,visual,50.0
696,22,51,26/5/2021,A,,N,Málaga,teatro,ocio,ninguna,0.0
697,686,51,29/5/2021,A,,N,Málaga,teatro,ocio,visual,67.0
698,550,51,6/6/2021,R,,N,Málaga,teatro,ocio,cognitiva,66.0
699,563,51,21/7/2021,R,Muy recomendable.,N,Málaga,teatro,ocio,motora,28.0
700,712,52,29/5/2021,V,,N,Málaga,teatro,ocio,auditiva,68.0
701,338,52,3/6/2021,V,La rampa estaba muy bien adaptada.,N,Málaga,teatro,ocio,auditiva,78.0
702,328,52,11/7/2021,A,,N,Málaga,teatro,ocio,auditiva,56.0
703,923,52,15/6/2021,A,,N,Málaga,teatro,ocio,motora,53.0
704,579,52,15/6/2021,A,"2021, y aún hay locales así­ de mal montados!",N,Málaga,teatro,ocio,orgánica,91.0
705,73,52,12/7/2021,A,,N,Málaga,teatro,ocio,orgánica,57.0
706,766,52,21/6/2021,A,"No vuelvo, para pasar una mala tarde me quedo en casa.",N,Málaga,teatro,ocio,motora,84.0
707,130,52,17/7/2021,A,,N,Málaga,teatro,ocio,visual,60.0
708,894,52,13/6/2021,A,"Pues esperaba más la verdad. Un amigo me recomendó venir, pero creo que me lo dijo de broma. No creo que vuelva, está muy mal adaptado.",N,Málaga,teatro,ocio,auditiva,52.0
709,890,52,1/6/2021,A,,N,Málaga,teatro,ocio,orgánica,40.0
710,524,52,16/7/2021,A,,N,Málaga,teatro,ocio,auditiva,42.0
711,748,52,17/6/2021,A,,N,Málaga,teatro,ocio,orgánica,44.0
712,243,52,2/7/2021,R,,N,Málaga,teatro,ocio,motora,70.0
713,939,52,14/6/2021,R,,N,Málaga,teatro,ocio,orgánica,53.0
714,261,53,16/7/2021,V,,N,Málaga,restaurante,hostelería,ninguna,0.0
715,590,53,21/6/2021,V,,N,Málaga,restaurante,hostelería,cognitiva,52.0
716,721,53,6/6/2021,A,,N,Málaga,restaurante,hostelería,auditiva,37.0
717,483,53,17/6/2021,A,,N,Málaga,restaurante,hostelería,ninguna,0.0
718,224,53,13/7/2021,A,,N,Málaga,restaurante,hostelería,motora,51.0
719,853,53,24/6/2021,A,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,N,Málaga,restaurante,hostelería,ninguna,0.0
720,418,53,3/7/2021,A,,N,Málaga,restaurante,hostelería,visual,52.0
721,504,53,23/6/2021,A,Sin problemas con la accesibilidad,N,Málaga,restaurante,hostelería,orgánica,67.0
722,786,53,2/6/2021,A,,N,Málaga,restaurante,hostelería,visual,61.0
723,709,53,16/6/2021,A,,N,Málaga,restaurante,hostelería,auditiva,16.0
724,159,53,27/6/2021,A,,N,Málaga,restaurante,hostelería,ninguna,0.0
725,105,53,24/5/2021,R,,N,Málaga,restaurante,hostelería,motora,56.0
726,972,53,19/6/2021,R,,N,Málaga,restaurante,hostelería,auditiva,71.0
727,4,54,31/5/2021,A,,N,Málaga,cafe,hostelería,orgánica,73.0
728,366,54,11/7/2021,A,,N,Málaga,cafe,hostelería,auditiva,47.0
729,427,54,15/7/2021,A,Volveré,N,Málaga,cafe,hostelería,cognitiva,46.0
730,131,54,8/6/2021,A,,N,Málaga,cafe,hostelería,cognitiva,45.0
731,825,54,22/7/2021,R,,N,Málaga,cafe,hostelería,orgánica,30.0
732,734,54,9/7/2021,R,,N,Málaga,cafe,hostelería,motora,56.0
733,443,54,7/7/2021,R,,N,Málaga,cafe,hostelería,orgánica,78.0
734,185,54,31/5/2021,R,,N,Málaga,cafe,hostelería,cognitiva,63.0
735,681,54,19/6/2021,R,"Recibí malos tratos, sitio desagradable, personal indignante, no respetan al que va en silla de ruedas",N,Málaga,cafe,hostelería,auditiva,73.0
736,290,54,22/7/2021,R,,N,Málaga,cafe,hostelería,cognitiva,43.0
737,168,54,8/6/2021,R,Muy bien.,N,Málaga,cafe,hostelería,motora,51.0
738,380,54,7/6/2021,R,,N,Málaga,cafe,hostelería,motora,57.0
739,628,54,2/7/2021,R,,N,Málaga,cafe,hostelería,auditiva,52.0
740,576,54,4/6/2021,R,"Realicé una sugerencia sobre los baños y me dijeron que ellos no podí­an adaptarlo a personas con silla de ruedas por que no era frecuente, me parecieron ofensivos.",N,Málaga,cafe,hostelería,auditiva,34.0
741,235,54,23/5/2021,R,,N,Málaga,cafe,hostelería,cognitiva,58.0
742,66,54,17/6/2021,R,,N,Málaga,cafe,hostelería,orgánica,51.0
743,871,54,12/7/2021,R,,N,Málaga,cafe,hostelería,ninguna,0.0
744,790,54,4/7/2021,R,,N,Málaga,cafe,hostelería,auditiva,43.0
745,472,54,6/7/2021,R,,N,Málaga,cafe,hostelería,ninguna,0.0
746,823,54,14/6/2021,R,,N,Málaga,cafe,hostelería,ninguna,0.0
747,125,55,22/6/2021,A,,N,Málaga,restaurante,hostelería,cognitiva,11.0
748,142,55,30/5/2021,A,Volveré,N,Málaga,restaurante,hostelería,visual,21.0
749,709,55,15/6/2021,A,,N,Málaga,restaurante,hostelería,auditiva,16.0
750,550,55,29/5/2021,A,,N,Málaga,restaurante,hostelería,cognitiva,66.0
751,409,55,19/6/2021,R,,N,Málaga,restaurante,hostelería,auditiva,37.0
752,833,55,7/7/2021,R,,N,Málaga,restaurante,hostelería,ninguna,0.0
753,741,55,14/7/2021,R,,N,Málaga,restaurante,hostelería,auditiva,43.0
754,616,55,20/7/2021,R,,N,Málaga,restaurante,hostelería,cognitiva,28.0
755,686,55,29/5/2021,R,"Recibí malos tratos, sitio desagradable, personal indignante, no respetan al que va en silla de ruedas",N,Málaga,restaurante,hostelería,visual,67.0
756,413,55,14/6/2021,R,,N,Málaga,restaurante,hostelería,auditiva,25.0
757,44,55,23/5/2021,R,,N,Málaga,restaurante,hostelería,cognitiva,50.0
758,690,55,4/7/2021,R,,N,Málaga,restaurante,hostelería,motora,79.0
759,321,55,9/6/2021,R,,N,Málaga,restaurante,hostelería,ninguna,0.0
760,292,55,25/5/2021,R,"Realicé una sugerencia sobre los baños y me dijeron que ellos no podí­an adaptarlo a personas con silla de ruedas por que no era frecuente, me parecieron ofensivos.",N,Málaga,restaurante,hostelería,visual,79.0
761,350,55,1/6/2021,R,"Recibí malos tratos, sitio desagradable, personal indignante, no respetan al que va en silla de ruedas",N,Málaga,restaurante,hostelería,orgánica,54.0
762,54,55,13/7/2021,R,,N,Málaga,restaurante,hostelería,auditiva,50.0
763,930,55,14/7/2021,R,,N,Málaga,restaurante,hostelería,orgánica,29.0
764,980,55,30/6/2021,R,,N,Málaga,restaurante,hostelería,cognitiva,79.0
765,998,55,6/6/2021,R,,N,Málaga,restaurante,hostelería,visual,
766,785,55,8/7/2021,R,,N,Málaga,restaurante,hostelería,ninguna,0.0
767,518,55,23/5/2021,R,,N,Málaga,restaurante,hostelería,auditiva,63.0
768,518,55,2/7/2021,R,,N,Málaga,restaurante,hostelería,auditiva,63.0
769,639,55,22/6/2021,R,,N,Málaga,restaurante,hostelería,motora,78.0
770,518,56,24/5/2021,V,,N,Málaga,bar,hostelería,auditiva,63.0
771,869,56,22/7/2021,A,Muy recomendable.,N,Málaga,bar,hostelería,visual,58.0
772,925,56,29/6/2021,A,Muy bien.,N,Málaga,bar,hostelería,ninguna,0.0
773,362,56,3/7/2021,A,Volveré,N,Málaga,bar,hostelería,auditiva,65.0
774,521,56,11/7/2021,A,,N,Málaga,bar,hostelería,orgánica,44.0
775,280,56,4/7/2021,A,,N,Málaga,bar,hostelería,visual,28.0
776,154,56,2/7/2021,A,,N,Málaga,bar,hostelería,ninguna,0.0
777,577,56,17/6/2021,R,"Nunca más, sitio nada nada accesible.",N,Málaga,bar,hostelería,ninguna,0.0
778,903,57,31/5/2021,V,"Me ha encantado. Seguramente repita y vuelva con amigos, tienen una zona reservada permanentemente y el personal está muy formado, se nota que llevan un tiempo trabajando con gente con nuestras necesidades.",N,Málaga,cafe,hostelería,auditiva,24.0
779,892,57,19/6/2021,V,,N,Málaga,cafe,hostelería,auditiva,51.0
780,116,57,21/7/2021,V,"Pasabamos por aquí­, decidimos meternos después de ver que estaba en la applicación y no hemos encontrado ningun inconveniente.",N,Málaga,cafe,hostelería,cognitiva,33.0
781,682,57,12/7/2021,V,,N,Málaga,cafe,hostelería,cognitiva,27.0
782,801,57,4/7/2021,V,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,N,Málaga,cafe,hostelería,orgánica,42.0
783,561,57,16/6/2021,V,,N,Málaga,cafe,hostelería,visual,65.0
784,524,57,29/5/2021,V,,N,Málaga,cafe,hostelería,auditiva,42.0
785,331,57,29/6/2021,V,,N,Málaga,cafe,hostelería,visual,62.0
786,553,57,23/6/2021,V,,N,Málaga,cafe,hostelería,ninguna,0.0
787,651,57,21/6/2021,V,,N,Málaga,cafe,hostelería,orgánica,29.0
788,499,57,20/7/2021,V,,N,Málaga,cafe,hostelería,ninguna,0.0
789,881,57,26/6/2021,V,,N,Málaga,cafe,hostelería,orgánica,47.0
790,713,57,16/6/2021,V,"Que encanto de sitio, volvemos seguro, no tuve ningun problema.",N,Málaga,cafe,hostelería,auditiva,37.0
791,70,57,12/7/2021,A,,N,Málaga,cafe,hostelería,ninguna,0.0
792,406,57,18/6/2021,A,Perfecto,N,Málaga,cafe,hostelería,auditiva,66.0
793,810,57,12/6/2021,A,,N,Málaga,cafe,hostelería,orgánica,68.0
794,190,58,9/6/2021,A,,N,Málaga,cafe,hostelería,orgánica,52.0
795,453,59,18/6/2021,V,,N,Málaga,restaurante,hostelería,orgánica,73.0
796,681,59,20/6/2021,V,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,N,Málaga,restaurante,hostelería,auditiva,73.0
797,988,59,21/7/2021,V,,N,Málaga,restaurante,hostelería,orgánica,56.0
798,880,59,20/7/2021,V,Sin problemas con la accesibilidad,N,Málaga,restaurante,hostelería,ninguna,0.0
799,758,59,24/5/2021,V,,N,Málaga,restaurante,hostelería,visual,58.0
800,402,59,12/7/2021,V,,N,Málaga,restaurante,hostelería,motora,78.0
801,959,59,6/7/2021,V,,N,Málaga,restaurante,hostelería,cognitiva,44.0
802,44,59,1/6/2021,V,,N,Málaga,restaurante,hostelería,cognitiva,50.0
803,218,59,22/7/2021,V,,N,Málaga,restaurante,hostelería,cognitiva,25.0
804,654,59,13/7/2021,V,,N,Málaga,restaurante,hostelería,ninguna,0.0
805,880,59,25/6/2021,A,,N,Málaga,restaurante,hostelería,ninguna,0.0
806,345,59,26/6/2021,A,,N,Málaga,restaurante,hostelería,visual,15.0
807,556,60,9/7/2021,V,,Y,Málaga,restaurante,hostelería,auditiva,69.0
808,605,60,18/6/2021,V,"Los trabajadores muy amables, ayudaron a que mi experiencia sea agradable, a pesar de no tener tan adaptado el lugar, ellos lo hicieron posible.",Y,Málaga,restaurante,hostelería,motora,73.0
809,855,60,14/6/2021,V,"Lugar muy accesible, lo recomiendo a los que tengas dudas.",Y,Málaga,restaurante,hostelería,visual,51.0
810,983,60,15/7/2021,V,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",Y,Málaga,restaurante,hostelería,motora,74.0
811,221,60,28/6/2021,V,,Y,Málaga,restaurante,hostelería,auditiva,75.0
812,269,60,4/7/2021,V,"Volveré, de los lugares mas accesibles en los que he estado.",Y,Málaga,restaurante,hostelería,auditiva,65.0
813,173,60,8/6/2021,V,,Y,Málaga,restaurante,hostelería,motora,27.0
814,958,60,11/7/2021,V,"Lugar muy accesible, lo recomiendo a los que tengas dudas.",Y,Málaga,restaurante,hostelería,motora,46.0
815,316,60,18/7/2021,V,,Y,Málaga,restaurante,hostelería,auditiva,45.0
816,686,60,11/7/2021,V,"Los trabajadores muy amables, ayudaron a que mi experiencia sea agradable, a pesar de no tener tan adaptado el lugar, ellos lo hicieron posible.",Y,Málaga,restaurante,hostelería,visual,67.0
817,113,60,10/7/2021,V,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,Y,Málaga,restaurante,hostelería,auditiva,17.0
818,166,60,21/7/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",Y,Málaga,restaurante,hostelería,visual,40.0
819,80,60,11/7/2021,V,"Estoy seguro, que como a mi, al que está arriba también le pareció accesible.",Y,Málaga,restaurante,hostelería,cognitiva,53.0
820,245,60,24/5/2021,V,,Y,Málaga,restaurante,hostelería,visual,36.0
821,455,60,2/6/2021,V,,Y,Málaga,restaurante,hostelería,auditiva,46.0
822,248,60,4/6/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
823,145,60,30/5/2021,V,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,Y,Málaga,restaurante,hostelería,visual,62.0
824,443,60,19/6/2021,V,,Y,Málaga,restaurante,hostelería,orgánica,78.0
825,561,60,13/6/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",Y,Málaga,restaurante,hostelería,visual,65.0
826,912,60,18/6/2021,V,,Y,Málaga,restaurante,hostelería,orgánica,93.0
827,379,60,25/5/2021,V,"No hay nada que esté malo, recomendable al 100%. Sitio muy accesible.",Y,Málaga,restaurante,hostelería,cognitiva,66.0
828,379,60,11/7/2021,V,,Y,Málaga,restaurante,hostelería,cognitiva,66.0
829,756,60,7/6/2021,V,,Y,Málaga,restaurante,hostelería,visual,65.0
830,90,60,22/6/2021,V,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",Y,Málaga,restaurante,hostelería,cognitiva,53.0
831,459,60,16/6/2021,V,"Me ha encantado. Seguramente repita y vuelva con amigos, tienen una zona reservada permanentemente y el personal está muy formado, se nota que llevan un tiempo trabajando con gente con nuestras necesidades.",Y,Málaga,restaurante,hostelería,cognitiva,67.0
832,28,60,9/6/2021,V,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",Y,Málaga,restaurante,hostelería,visual,44.0
833,63,60,31/5/2021,V,,Y,Málaga,restaurante,hostelería,visual,65.0
834,361,60,7/7/2021,V,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",Y,Málaga,restaurante,hostelería,orgánica,52.0
835,447,60,29/5/2021,V,,Y,Málaga,restaurante,hostelería,cognitiva,52.0
836,377,60,4/7/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
837,106,60,3/7/2021,V,"En primer lugar, decir que el trato fue maravilloso. Tuve un infortunio pero me ayudaron y el trato en ello fue fenomenal! Volveré seguro, porque hice allá­ buenos amigos.",Y,Málaga,restaurante,hostelería,ninguna,0.0
838,400,60,15/6/2021,V,"Los trabajadores muy amables, ayudaron a que mi experiencia sea agradable, a pesar de no tener tan adaptado el lugar, ellos lo hicieron posible.",Y,Málaga,restaurante,hostelería,visual,46.0
839,913,60,14/6/2021,V,,Y,Málaga,restaurante,hostelería,auditiva,60.0
840,234,60,14/7/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
841,65,60,2/7/2021,V,"No hay nada que esté malo, recomendable al 100%. Sitio muy accesible.",Y,Málaga,restaurante,hostelería,auditiva,50.0
842,807,60,17/6/2021,V,,Y,Málaga,restaurante,hostelería,motora,91.0
843,547,60,15/7/2021,V,,Y,Málaga,restaurante,hostelería,orgánica,43.0
844,933,60,20/7/2021,V,,Y,Málaga,restaurante,hostelería,motora,70.0
845,89,60,23/6/2021,A,Se corresponde con las características,Y,Málaga,restaurante,hostelería,ninguna,0.0
846,477,60,9/6/2021,A,,Y,Málaga,restaurante,hostelería,cognitiva,24.0
847,832,60,17/6/2021,A,,Y,Málaga,restaurante,hostelería,auditiva,50.0
848,410,60,17/7/2021,A,"I loved it, loves to Spain!",Y,Málaga,restaurante,hostelería,motora,18.0
849,932,60,21/7/2021,A,,Y,Málaga,restaurante,hostelería,cognitiva,52.0
850,119,60,4/7/2021,A,,Y,Málaga,restaurante,hostelería,ninguna,0.0
851,749,60,5/6/2021,A,,Y,Málaga,restaurante,hostelería,visual,49.0
852,395,60,29/6/2021,A,Volveré,Y,Málaga,restaurante,hostelería,ninguna,0.0
853,740,60,2/7/2021,R,,Y,Málaga,restaurante,hostelería,cognitiva,50.0
854,461,61,20/6/2021,A,,N,Málaga,teatro,ocio,motora,61.0
855,799,61,4/6/2021,A,Volveré,N,Málaga,teatro,ocio,orgánica,42.0
856,375,61,23/5/2021,A,,N,Málaga,teatro,ocio,visual,45.0
857,218,61,1/6/2021,A,Perfecto,N,Málaga,teatro,ocio,cognitiva,25.0
858,825,61,17/7/2021,R,,N,Málaga,teatro,ocio,orgánica,30.0
859,593,61,13/7/2021,R,,N,Málaga,teatro,ocio,cognitiva,34.0
860,637,61,29/5/2021,R,,N,Málaga,teatro,ocio,orgánica,41.0
861,841,61,5/7/2021,R,,N,Málaga,teatro,ocio,orgánica,43.0
862,640,61,15/7/2021,R,,N,Málaga,teatro,ocio,ninguna,0.0
863,324,61,25/6/2021,R,,N,Málaga,teatro,ocio,orgánica,41.0
864,292,61,7/6/2021,R,,N,Málaga,teatro,ocio,visual,79.0
865,713,61,15/7/2021,R,,N,Málaga,teatro,ocio,auditiva,37.0
866,957,61,30/6/2021,R,,N,Málaga,teatro,ocio,cognitiva,54.0
867,340,61,27/6/2021,R,,N,Málaga,teatro,ocio,orgánica,20.0
868,41,61,25/6/2021,R,,N,Málaga,teatro,ocio,cognitiva,63.0
869,405,61,23/6/2021,R,,N,Málaga,teatro,ocio,cognitiva,30.0
870,811,61,9/7/2021,R,,N,Málaga,teatro,ocio,motora,53.0
871,739,61,13/6/2021,R,,N,Málaga,teatro,ocio,ninguna,0.0
872,293,61,12/6/2021,R,,N,Málaga,teatro,ocio,orgánica,41.0
873,443,61,6/7/2021,R,,N,Málaga,teatro,ocio,orgánica,78.0
874,225,61,13/7/2021,R,,N,Málaga,teatro,ocio,cognitiva,65.0
875,892,61,1/6/2021,R,,N,Málaga,teatro,ocio,auditiva,51.0
876,939,62,27/5/2021,A,"Qué descaro de sitio, no tengo ni ganas de comentar, valoración negativa.",N,Málaga,cafe,hostelería,orgánica,53.0
877,681,62,6/7/2021,A,"El sitio me parecía bonito, pero el trato fue horrendo y la disponibilidad para asistir mis problemas de accesibilidad escasos. Es una pena que los propietarios se despreocupen tanto de la actitud de sus trabajadores. Recomiendo ir si quereis pasar una mala tarde.",N,Málaga,cafe,hostelería,auditiva,73.0
878,331,62,22/6/2021,A,,N,Málaga,cafe,hostelería,visual,62.0
879,536,62,28/5/2021,A,,N,Málaga,cafe,hostelería,auditiva,84.0
880,374,62,14/6/2021,R,,N,Málaga,cafe,hostelería,visual,77.0
881,408,62,6/6/2021,R,,N,Málaga,cafe,hostelería,orgánica,39.0
882,655,62,9/7/2021,R,,N,Málaga,cafe,hostelería,visual,38.0
883,992,62,18/6/2021,R,,N,Málaga,cafe,hostelería,auditiva,
